Time,0,1,2,3,4,5
2012-07-20 17:18:39,47,17,35,20,35,35
2012-07-20 17:19:26,60,17,35,20,35,35
2012-07-20 17:20:26,56,17,35,20,35,35
2012-07-20 17:21:22,63,17,35,20,35,35
2012-07-20 17:22:25,62,17,35,20,35,35
2012-07-20 17:23:27,41,17,35,20,35,35
2012-07-20 17:24:08,37,17,35,20,35,35
2012-07-20 17:24:45,25,17,35,20,35,36
2012-07-20 17:25:10,44,17,35,20,35,35
2012-07-20 17:25:54,42,17,35,20,35,35
2012-07-20 17:26:36,18,17,35,20,35,15
2012-07-20 17:26:54,77,17,37,20,35,37
2012-07-20 17:28:11,125,17,37,20,37,38
2012-07-20 17:30:16,81,17,37,20,37,7
2012-07-20 17:31:37,170,17,37,20,37,12
2012-07-20 17:34:27,315,17,37,20,37,37
2012-07-20 17:39:42,34,17,37,20,37,35
2012-07-20 17:40:16,46,17,35,20,37,36
2012-07-20 17:41:02,11,17,32,20,35,27
2012-07-20 17:41:13,533,17,13,20,32,14
2012-07-20 17:50:06,637,18,13,20,13,13
2012-07-20 18:00:43,25,18,13,20,13,32
2012-07-20 18:01:08,13,18,19,20,13,38
2012-07-20 18:01:21,40,18,37,20,19,23
2012-07-20 18:02:01,585,18,19,20,37,10
2012-07-20 18:11:46,753,18,8,20,19,25
2012-07-20 18:24:19,868,18,22,20,8,16
2012-07-20 18:38:47,740,18,22,20,22,27
2012-07-20 18:51:07,666,19,33,20,22,8
2012-07-20 19:02:13,1173,19,16,20,33,10
2012-07-20 19:21:46,81,19,19,20,16,9
2012-07-20 19:23:07,70,19,13,20,19,13
2012-07-20 19:24:17,534,19,13,20,13,33
2012-07-20 19:33:11,1488,19,13,20,13,12
2012-07-20 19:57:59,284,20,13,20,13,10
2012-07-20 20:02:43,628,20,13,20,13,33
2012-07-20 20:13:11,848,20,13,20,13,16
2012-07-20 20:27:19,419,20,13,20,13,33
2012-07-20 20:34:18,1268,20,13,20,13,13
2012-07-20 20:55:26,337,21,13,20,13,32
2012-07-20 21:01:03,17,21,15,20,13,7
2012-07-20 21:01:20,77,21,37,20,15,37
2012-07-20 21:02:37,50,21,37,20,37,37
2012-07-20 21:03:27,100,21,37,20,37,7
2012-07-20 21:05:07,57,21,35,20,37,35
2012-07-20 21:06:04,57,21,35,20,35,35
2012-07-20 21:07:01,39,21,35,20,35,35
2012-07-20 21:07:40,75,21,37,20,35,37
2012-07-20 21:08:55,84,21,37,20,37,37
2012-07-20 21:10:19,46,21,34,20,37,37
2012-07-20 21:11:05,219,21,37,20,34,38
2012-07-20 21:14:44,50,21,9,20,37,32
2012-07-20 21:15:34,18,21,32,20,9,5
2012-07-20 21:15:52,17,21,26,20,32,26
2012-07-20 21:16:09,57,21,26,20,26,23
2012-07-20 21:17:06,18,21,24,20,26,5
2012-07-20 21:17:24,52,21,13,20,24,13
2012-07-20 21:18:16,2184,21,12,20,13,13
2012-07-20 21:54:40,2394,22,13,20,12,17
2012-07-20 22:34:34,7324,0,38,21,13,10
2012-07-21 00:36:38,482,0,13,21,38,13
2012-07-21 00:44:40,29,0,19,21,13,10
2012-07-21 00:45:09,156,0,35,21,19,36
2012-07-21 00:47:45,73,0,35,21,35,35
2012-07-21 00:48:58,49,0,37,21,35,34
2012-07-21 00:49:47,26,0,34,21,37,37
2012-07-21 00:50:13,53,0,34,21,34,16
2012-07-21 00:51:06,28,0,34,21,34,34
2012-07-21 00:51:34,6806,2,4,21,34,4
2012-07-21 02:45:00,11946,6,4,21,4,21
2012-07-21 06:04:06,195,6,34,21,4,34
2012-07-21 06:07:21,65,6,34,21,34,34
2012-07-21 06:08:26,25,6,34,21,34,35
2012-07-21 06:08:51,151,6,35,21,34,35
2012-07-21 06:11:22,36,6,15,21,35,37
2012-07-21 06:11:58,152,6,37,21,15,37
2012-07-21 06:14:30,32,6,37,21,37,32
2012-07-21 06:15:02,37,6,19,21,37,33
2012-07-21 06:15:39,28,6,32,21,19,13
2012-07-21 06:16:07,495,6,13,21,32,13
2012-07-21 06:24:22,643,6,13,21,13,13
2012-07-21 06:35:05,258,6,13,21,13,12
2012-07-21 06:39:23,667,6,13,21,13,13
2012-07-21 06:50:30,245,6,13,21,13,23
2012-07-21 06:54:35,17,6,26,21,13,39
2012-07-21 06:54:52,65,6,26,21,26,23
2012-07-21 06:55:57,20,6,24,21,26,5
2012-07-21 06:56:17,579,7,13,21,24,23
2012-07-21 07:05:56,807,7,13,21,13,16
2012-07-21 07:19:23,286,7,13,21,13,12
2012-07-21 07:24:09,372,7,13,21,13,13
2012-07-21 07:30:21,879,7,13,21,13,14
2012-07-21 07:45:00,45,7,13,21,13,35
2012-07-21 07:45:45,67,7,35,21,13,35
2012-07-21 07:46:52,52,7,35,21,35,35
2012-07-21 07:47:44,49,7,35,21,35,10
2012-07-21 07:48:33,17,7,37,21,35,34
2012-07-21 07:48:50,31,7,34,21,37,34
2012-07-21 07:49:21,19,7,34,21,34,34
2012-07-21 07:49:40,70,7,34,21,34,34
2012-07-21 07:50:50,30,7,34,21,34,34
2012-07-21 07:51:20,37,7,7,21,34,37
2012-07-21 07:51:57,31,7,34,21,7,35
2012-07-21 07:52:28,27,7,32,21,34,32
2012-07-21 07:52:55,1348,8,13,21,32,12
2012-07-21 08:15:23,1620,8,17,21,13,38
2012-07-21 08:42:23,1412,9,10,21,17,12
2012-07-21 09:05:55,1813,9,25,21,10,25
2012-07-21 09:36:08,966,9,21,21,25,16
2012-07-21 09:52:14,632,10,38,21,21,27
2012-07-21 10:02:46,343,10,13,21,38,13
2012-07-21 10:08:29,24,10,32,21,13,35
2012-07-21 10:08:53,81,10,35,21,32,35
2012-07-21 10:10:14,44,10,35,21,35,33
2012-07-21 10:10:58,14,10,32,21,35,25
2012-07-21 10:11:12,37,10,26,21,32,26
2012-07-21 10:11:49,50,10,26,21,26,29
2012-07-21 10:12:39,13,10,26,21,26,26
2012-07-21 10:12:52,10,10,39,21,26,5
2012-07-21 10:13:02,30,10,26,21,39,26
2012-07-21 10:13:32,60,10,26,21,26,26
2012-07-21 10:14:32,66,10,5,21,26,5
2012-07-21 10:15:38,85,10,5,21,5,23
2012-07-21 10:17:03,38,10,26,21,5,26
2012-07-21 10:17:41,89,10,26,21,26,26
2012-07-21 10:19:10,68,10,5,21,26,26
2012-07-21 10:20:18,32,10,26,21,5,26
2012-07-21 10:20:50,19,10,26,21,26,39
2012-07-21 10:21:09,28,10,26,21,26,5
2012-07-21 10:21:37,24,10,5,21,26,12
2012-07-21 10:22:01,161,10,13,21,5,10
2012-07-21 10:24:42,407,10,13,21,13,13
2012-07-21 10:31:29,167,10,13,21,13,13
2012-07-21 10:34:16,225,10,13,21,13,13
2012-07-21 10:38:01,386,10,13,21,13,27
2012-07-21 10:44:27,385,10,13,21,13,13
2012-07-21 10:50:52,271,10,13,21,13,13
2012-07-21 10:55:23,289,11,13,21,13,12
2012-07-21 11:00:12,114,11,13,21,13,13
2012-07-21 11:02:06,237,11,13,21,13,13
2012-07-21 11:06:03,174,11,13,21,13,13
2012-07-21 11:08:57,184,11,13,21,13,20
2012-07-21 11:12:01,123,11,13,21,13,13
2012-07-21 11:14:04,297,11,13,21,13,13
2012-07-21 11:19:01,99,11,13,21,13,12
2012-07-21 11:20:40,39,11,13,21,13,13
2012-07-21 11:21:19,117,11,13,21,13,13
2012-07-21 11:23:16,271,11,13,21,13,13
2012-07-21 11:27:47,69,11,13,21,13,13
2012-07-21 11:28:56,133,11,13,21,13,13
2012-07-21 11:31:09,135,11,13,21,13,38
2012-07-21 11:33:24,260,11,13,21,13,11
2012-07-21 11:37:44,177,11,13,21,13,33
2012-07-21 11:40:41,91,11,13,21,13,13
2012-07-21 11:42:12,130,11,13,21,13,13
2012-07-21 11:44:22,154,11,13,21,13,13
2012-07-21 11:46:56,374,11,13,21,13,13
2012-07-21 11:53:10,138,11,13,21,13,12
2012-07-21 11:55:28,218,11,13,21,13,12
2012-07-21 11:59:06,116,12,13,21,13,14
2012-07-21 12:01:02,208,12,13,21,13,12
2012-07-21 12:04:30,105,12,13,21,13,33
2012-07-21 12:06:15,212,12,13,21,13,12
2012-07-21 12:09:47,115,12,13,21,13,12
2012-07-21 12:11:42,168,12,13,21,13,12
2012-07-21 12:14:30,147,12,13,21,13,13
2012-07-21 12:16:57,183,12,13,21,13,12
2012-07-21 12:20:00,120,12,13,21,13,14
2012-07-21 12:22:00,120,12,13,21,13,13
2012-07-21 12:24:00,75,12,13,21,13,12
2012-07-21 12:25:15,324,12,13,21,13,13
2012-07-21 12:30:39,106,12,13,21,13,13
2012-07-21 12:32:25,32,12,32,21,13,38
2012-07-21 12:32:57,21,12,37,21,32,37
2012-07-21 12:33:18,15,12,37,21,37,37
2012-07-21 12:33:33,70,12,37,21,37,37
2012-07-21 12:34:43,61,12,37,21,37,37
2012-07-21 12:35:44,36,12,35,21,37,35
2012-07-21 12:36:20,45,12,35,21,35,36
2012-07-21 12:37:05,58,12,35,21,35,35
2012-07-21 12:38:03,195,12,35,21,35,16
2012-07-21 12:41:18,33,12,35,21,35,35
2012-07-21 12:41:51,46,12,35,21,35,35
2012-07-21 12:42:37,52,12,35,21,35,35
2012-07-21 12:43:29,56,12,35,21,35,35
2012-07-21 12:44:25,47,12,35,21,35,35
2012-07-21 12:45:12,56,12,35,21,35,35
2012-07-21 12:46:08,50,12,35,21,35,35
2012-07-21 12:46:58,30,12,35,21,35,35
2012-07-21 12:47:28,40,12,35,21,35,35
2012-07-21 12:48:08,70,12,35,21,35,35
2012-07-21 12:49:18,56,12,35,21,35,35
2012-07-21 12:50:14,48,12,35,21,35,35
2012-07-21 12:51:02,24,12,37,21,35,38
2012-07-21 12:51:26,38,12,37,21,37,38
2012-07-21 12:52:04,30,12,37,21,37,38
2012-07-21 12:52:34,42,12,37,21,37,37
2012-07-21 12:53:16,77,12,37,21,37,37
2012-07-21 12:54:33,28,12,37,21,37,35
2012-07-21 12:55:01,40,12,35,21,37,35
2012-07-21 12:55:41,15,12,33,21,35,32
2012-07-21 12:55:56,30,12,13,21,33,32
2012-07-21 12:56:26,19,12,32,21,13,13
2012-07-21 12:56:45,17,12,33,21,32,30
2012-07-21 12:57:02,18,12,32,21,33,32
2012-07-21 12:57:20,342,13,19,21,32,8
2012-07-21 13:03:02,52,13,13,21,19,28
2012-07-21 13:03:54,23,13,5,21,13,32
2012-07-21 13:04:17,85,13,13,21,5,13
2012-07-21 13:05:42,197,13,13,21,13,12
2012-07-21 13:08:59,138,13,13,21,13,12
2012-07-21 13:11:17,104,13,13,21,13,13
2012-07-21 13:13:01,151,13,13,21,13,13
2012-07-21 13:15:32,40,13,13,21,13,13
2012-07-21 13:16:12,347,13,12,21,13,13
2012-07-21 13:21:59,256,13,13,21,12,16
2012-07-21 13:26:15,189,13,12,21,13,12
2012-07-21 13:29:24,157,13,13,21,12,13
2012-07-21 13:32:01,275,13,13,21,13,12
2012-07-21 13:36:36,39,13,13,21,13,12
2012-07-21 13:37:15,93,13,13,21,13,13
2012-07-21 13:38:48,125,13,13,21,13,12
2012-07-21 13:40:53,82,13,13,21,13,13
2012-07-21 13:42:15,190,13,13,21,13,13
2012-07-21 13:45:25,161,13,13,21,13,13
2012-07-21 13:48:06,58,13,13,21,13,27
2012-07-21 13:49:04,11,13,30,21,13,30
2012-07-21 13:49:15,23,13,32,21,30,27
2012-07-21 13:49:38,8,13,32,21,32,33
2012-07-21 13:49:46,15,13,20,21,32,20
2012-07-21 13:50:01,19,13,24,21,20,24
2012-07-21 13:50:20,31,13,5,21,24,24
2012-07-21 13:50:51,27,13,26,21,5,26
2012-07-21 13:51:18,38,13,26,21,26,26
2012-07-21 13:51:56,16,13,5,21,26,24
2012-07-21 13:52:12,25,13,24,21,5,28
2012-07-21 13:52:37,16,13,30,21,24,27
2012-07-21 13:52:53,47,13,13,21,30,12
2012-07-21 13:53:40,175,13,13,21,13,13
2012-07-21 13:56:35,109,13,13,21,13,12
2012-07-21 13:58:24,157,14,13,21,13,12
2012-07-21 14:01:01,21,14,13,21,13,24
2012-07-21 14:01:22,11,14,5,21,13,23
2012-07-21 14:01:33,16,14,24,21,5,24
2012-07-21 14:01:49,10,14,26,21,24,20
2012-07-21 14:01:59,14,14,24,21,26,5
2012-07-21 14:02:13,20,14,5,21,24,24
2012-07-21 14:02:33,15,14,5,21,5,28
2012-07-21 14:02:48,16,14,24,21,5,5
2012-07-21 14:03:04,23,14,5,21,24,28
2012-07-21 14:03:27,42,14,5,21,5,28
2012-07-21 14:04:09,16,14,32,21,5,19
2012-07-21 14:04:25,15,14,7,21,32,7
2012-07-21 14:04:40,33,14,37,21,7,38
2012-07-21 14:05:13,102,14,37,21,37,38
2012-07-21 14:06:55,24,14,19,21,37,8
2012-07-21 14:07:19,29,14,9,21,19,9
2012-07-21 14:07:48,543,14,19,21,9,16
2012-07-21 14:16:51,381,14,19,21,19,8
2012-07-21 14:23:12,29,14,9,21,19,13
2012-07-21 14:23:41,610,14,13,21,9,13
2012-07-21 14:33:51,262,14,13,21,13,12
2012-07-21 14:38:13,562,14,13,21,13,38
2012-07-21 14:47:35,1050,15,16,21,13,20
2012-07-21 15:05:05,1604,15,14,21,16,12
2012-07-21 15:31:49,210,15,13,21,14,33
2012-07-21 15:35:19,16,15,32,21,13,19
2012-07-21 15:35:35,350,15,19,21,32,19
2012-07-21 15:41:25,11,15,32,21,19,33
2012-07-21 15:41:36,25,15,26,21,32,26
2012-07-21 15:42:01,15,15,5,21,26,39
2012-07-21 15:42:16,16,15,5,21,5,5
2012-07-21 15:42:32,22,15,5,21,5,32
2012-07-21 15:42:54,590,15,13,21,5,25
2012-07-21 15:52:44,1729,16,13,21,13,8
2012-07-21 16:21:33,1752,16,13,21,13,30
2012-07-21 16:50:45,15,16,32,21,13,32
2012-07-21 16:51:00,217,16,19,21,32,1
2012-07-21 16:54:37,18,16,9,21,19,35
2012-07-21 16:54:55,95,16,35,21,9,35
2012-07-21 16:56:30,15,16,35,21,35,9
2012-07-21 16:56:45,193,16,32,21,35,32
2012-07-21 16:59:58,397,17,32,21,32,32
2012-07-21 17:06:35,779,17,17,21,32,30
2012-07-21 17:19:34,24,17,33,21,17,37
2012-07-21 17:19:58,16,17,37,21,33,7
2012-07-21 17:20:14,41,17,37,21,37,7
2012-07-21 17:20:55,45,17,37,21,37,37
2012-07-21 17:21:40,24,17,37,21,37,15
2012-07-21 17:22:04,15,17,32,21,37,33
2012-07-21 17:22:19,616,17,13,21,32,23
2012-07-21 17:32:35,320,17,13,21,13,13
2012-07-21 17:37:55,19,17,32,21,13,9
2012-07-21 17:38:14,220,17,19,21,32,10
2012-07-21 17:41:54,231,17,9,21,19,19
2012-07-21 17:45:45,19,17,19,21,9,37
2012-07-21 17:46:04,23,17,37,21,19,15
2012-07-21 17:46:27,14,17,9,21,37,32
2012-07-21 17:46:41,48,17,13,21,9,32
2012-07-21 17:47:29,19,17,30,21,13,5
2012-07-21 17:47:48,37,17,5,21,30,13
2012-07-21 17:48:25,180,17,13,21,5,13
2012-07-21 17:51:25,391,17,13,21,13,13
2012-07-21 17:57:56,151,18,13,21,13,13
2012-07-21 18:00:27,643,18,13,21,13,13
2012-07-21 18:11:10,310,18,13,21,13,16
2012-07-21 18:16:20,373,18,13,21,13,13
2012-07-21 18:22:33,227,18,13,21,13,10
2012-07-21 18:26:20,124,18,13,21,13,13
2012-07-21 18:28:24,478,18,13,21,13,13
2012-07-21 18:36:22,366,18,13,21,13,13
2012-07-21 18:42:28,147,18,13,21,13,13
2012-07-21 18:44:55,176,18,13,21,13,13
2012-07-21 18:47:51,181,18,13,21,13,13
2012-07-21 18:50:52,79,18,13,21,13,13
2012-07-21 18:52:11,218,18,13,21,13,13
2012-07-21 18:55:49,128,18,13,21,13,20
2012-07-21 18:57:57,250,19,13,21,13,13
2012-07-21 19:02:07,317,19,13,21,13,13
2012-07-21 19:07:24,127,19,13,21,13,13
2012-07-21 19:09:31,233,19,13,21,13,13
2012-07-21 19:13:24,119,19,13,21,13,13
2012-07-21 19:15:23,210,19,13,21,13,13
2012-07-21 19:18:53,239,19,13,21,13,13
2012-07-21 19:22:52,17,19,32,21,13,36
2012-07-21 19:23:09,96,19,35,21,32,35
2012-07-21 19:24:45,24,19,35,21,35,30
2012-07-21 19:25:09,25,19,28,21,35,28
2012-07-21 19:25:34,20,19,28,21,28,28
2012-07-21 19:25:54,23,19,28,21,28,5
2012-07-21 19:26:17,19,19,13,21,28,13
2012-07-21 19:26:36,574,19,13,21,13,25
2012-07-21 19:36:10,1139,19,13,21,13,10
2012-07-21 19:55:09,689,20,13,21,13,13
2012-07-21 20:06:38,1174,20,13,21,13,16
2012-07-21 20:26:12,1113,20,13,21,13,12
2012-07-21 20:44:45,1287,21,13,21,13,13
2012-07-21 21:06:12,2923,21,13,21,13,13
2012-07-21 21:54:55,56,21,13,21,13,9
2012-07-21 21:55:51,90,21,35,21,13,35
2012-07-21 21:57:21,51,21,35,21,35,35
2012-07-21 21:58:12,66,21,13,21,35,13
2012-07-21 21:59:18,20,21,24,21,13,24
2012-07-21 21:59:38,47,22,5,21,24,12
2012-07-21 22:00:25,30,22,13,21,5,32
2012-07-21 22:00:55,943,22,13,21,13,13
2012-07-21 22:16:38,1046,22,13,21,13,13
2012-07-21 22:34:04,279,22,13,21,13,13
2012-07-21 22:38:43,2887,23,13,21,13,12
2012-07-21 23:26:50,317,23,13,21,13,13
2012-07-21 23:32:07,411,23,13,21,13,13
2012-07-21 23:38:58,91,23,32,21,13,36
2012-07-21 23:40:29,16,23,32,21,32,27
