Time,0,1,2,3,4,5
2011-06-15 10:26:39,16,10,41,15,10,42
2011-06-15 10:26:55,34,10,44,15,41,42
2011-06-15 10:27:29,15,10,44,15,44,42
2011-06-15 10:27:44,70,10,42,15,44,42
2011-06-15 10:28:54,23,10,41,15,42,9
2011-06-15 10:29:17,389,10,39,15,41,39
2011-06-15 10:35:46,588,10,12,15,39,8
2011-06-15 10:45:34,709,10,9,15,12,25
2011-06-15 10:57:23,602,11,19,15,9,19
2011-06-15 11:07:25,598,11,39,15,19,25
2011-06-15 11:17:23,484,11,39,15,39,8
2011-06-15 11:25:27,509,11,39,15,39,11
2011-06-15 11:33:56,298,11,39,15,39,16
2011-06-15 11:38:54,592,11,17,15,39,8
2011-06-15 11:48:46,1072,12,10,15,17,12
2011-06-15 12:06:38,142,12,39,15,10,39
2011-06-15 12:09:00,16,12,31,15,39,30
2011-06-15 12:09:16,11,12,29,15,31,5
2011-06-15 12:09:27,200,12,5,15,29,5
2011-06-15 12:12:47,37,12,5,15,5,5
2011-06-15 12:13:24,28,12,5,15,5,5
2011-06-15 12:13:52,34,12,5,15,5,27
2011-06-15 12:14:26,288,12,38,15,5,8
2011-06-15 12:19:14,735,12,27,15,38,25
2011-06-15 12:31:29,541,12,27,15,27,27
2011-06-15 12:40:30,16,12,5,15,27,5
2011-06-15 12:40:46,56,12,5,15,5,5
2011-06-15 12:41:42,299,12,5,15,5,1
2011-06-15 12:46:41,115,12,5,15,5,5
2011-06-15 12:48:36,70,12,5,15,5,5
2011-06-15 12:49:46,26,12,5,15,5,1
2011-06-15 12:50:12,109,12,5,15,5,5
2011-06-15 12:52:01,32,12,27,15,5,27
2011-06-15 12:52:33,30,12,5,15,27,1
2011-06-15 12:53:03,50,12,5,15,5,5
2011-06-15 12:53:53,247,12,5,15,5,5
2011-06-15 12:58:00,38,12,5,15,5,1
2011-06-15 12:58:38,25,12,5,15,5,26
2011-06-15 12:59:03,14,12,27,15,5,29
2011-06-15 12:59:17,32,12,46,15,27,46
2011-06-15 12:59:49,65,13,46,15,46,46
2011-06-15 13:00:54,28,13,46,15,46,32
2011-06-15 13:01:22,30,13,31,15,46,44
2011-06-15 13:01:52,22,13,44,15,31,44
2011-06-15 13:02:14,33,13,44,15,44,44
2011-06-15 13:02:47,50,13,42,15,44,42
2011-06-15 13:03:37,75,13,44,15,42,44
2011-06-15 13:04:52,51,13,44,15,44,44
2011-06-15 13:05:43,33,13,42,15,44,44
2011-06-15 13:06:16,26,13,44,15,42,44
2011-06-15 13:06:42,42,13,44,15,44,44
2011-06-15 13:07:24,28,13,42,15,44,44
2011-06-15 13:07:52,23,13,44,15,42,42
2011-06-15 13:08:15,60,13,42,15,44,25
2011-06-15 13:09:15,64,13,44,15,42,44
2011-06-15 13:10:19,58,13,44,15,44,16
2011-06-15 13:11:17,19,13,44,15,44,44
2011-06-15 13:11:36,52,13,44,15,44,16
2011-06-15 13:12:28,31,13,42,15,44,44
2011-06-15 13:12:59,36,13,41,15,42,6
2011-06-15 13:13:35,195,13,41,15,41,10
2011-06-15 13:16:50,147,13,41,15,41,20
2011-06-15 13:19:17,270,13,41,15,41,41
2011-06-15 13:23:47,195,13,41,15,41,44
2011-06-15 13:27:02,122,13,41,15,41,7
2011-06-15 13:29:04,324,13,41,15,41,10
2011-06-15 13:34:28,116,13,41,15,41,41
2011-06-15 13:36:24,27,13,44,15,41,44
2011-06-15 13:36:51,52,13,44,15,44,44
2011-06-15 13:37:43,53,13,44,15,44,44
2011-06-15 13:38:36,32,13,44,15,44,44
2011-06-15 13:39:08,23,13,44,15,44,44
2011-06-15 13:39:31,47,13,42,15,44,31
2011-06-15 13:40:18,18,13,27,15,42,13
2011-06-15 13:40:36,107,13,27,15,27,4
2011-06-15 13:42:23,17,13,26,15,27,30
2011-06-15 13:42:40,588,13,30,15,26,21
2011-06-15 13:52:28,599,14,22,15,30,25
2011-06-15 14:02:27,605,14,21,15,22,22
2011-06-15 14:12:32,596,14,13,15,21,21
2011-06-15 14:22:28,939,14,22,15,13,7
2011-06-15 14:38:07,556,14,19,15,22,23
2011-06-15 14:47:23,644,14,24,15,19,7
2011-06-15 14:58:07,394,15,19,15,24,7
2011-06-15 15:04:41,472,15,1,15,19,13
2011-06-15 15:12:33,450,15,9,15,1,17
2011-06-15 15:20:03,50,15,41,15,9,8
2011-06-15 15:20:53,73,15,41,15,41,14
2011-06-15 15:22:06,620,15,39,15,41,6
2011-06-15 15:32:26,607,15,21,15,39,13
2011-06-15 15:42:33,596,15,7,15,21,22
2011-06-15 15:52:29,598,16,20,15,7,25
2011-06-15 16:02:27,140,16,30,15,20,27
2011-06-15 16:04:47,28,16,27,15,30,27
2011-06-15 16:05:15,25,16,31,15,27,46
2011-06-15 16:05:40,86,16,46,15,31,46
2011-06-15 16:07:06,39,16,46,15,46,46
2011-06-15 16:07:45,20,16,46,15,46,27
2011-06-15 16:08:05,11,16,1,15,46,1
2011-06-15 16:08:16,21,16,5,15,1,1
2011-06-15 16:08:37,22,16,5,15,5,5
2011-06-15 16:08:59,40,16,5,15,5,5
2011-06-15 16:09:39,61,16,5,15,5,5
2011-06-15 16:10:40,52,16,5,15,5,5
2011-06-15 16:11:32,29,16,5,15,5,1
2011-06-15 16:12:01,62,16,5,15,5,5
2011-06-15 16:13:03,57,16,5,15,5,1
2011-06-15 16:14:00,78,16,5,15,5,5
2011-06-15 16:15:18,68,16,5,15,5,1
2011-06-15 16:16:26,40,16,5,15,5,5
2011-06-15 16:17:06,37,16,5,15,5,25
2011-06-15 16:17:43,31,16,2,15,5,7
2011-06-15 16:18:14,25,16,2,15,2,2
2011-06-15 16:18:39,19,16,2,15,2,27
2011-06-15 16:18:58,24,16,42,15,2,42
2011-06-15 16:19:22,106,16,42,15,42,42
2011-06-15 16:21:08,47,16,42,15,42,41
2011-06-15 16:21:55,10,16,44,15,42,42
2011-06-15 16:22:05,45,16,44,15,44,42
2011-06-15 16:22:50,26,16,42,15,44,29
2011-06-15 16:23:16,11,16,5,15,42,36
2011-06-15 16:23:27,25,16,2,15,5,2
2011-06-15 16:23:52,54,16,4,15,2,28
2011-06-15 16:24:46,23,16,31,15,4,10
2011-06-15 16:25:09,40,16,42,15,31,40
2011-06-15 16:25:49,41,16,31,15,42,27
2011-06-15 16:26:30,22,16,30,15,31,32
2011-06-15 16:26:52,21,16,32,15,30,37
2011-06-15 16:27:13,49,16,27,15,32,27
2011-06-15 16:28:02,90,16,27,15,27,27
2011-06-15 16:29:32,23,16,27,15,27,7
2011-06-15 16:29:55,126,16,30,15,27,13
2011-06-15 16:32:01,16,16,26,15,30,4
2011-06-15 16:32:17,126,16,2,15,26,2
2011-06-15 16:34:23,72,16,2,15,2,2
2011-06-15 16:35:35,74,16,2,15,2,3
2011-06-15 16:36:49,36,16,2,15,2,2
2011-06-15 16:37:25,40,16,0,15,2,2
2011-06-15 16:38:05,27,16,2,15,0,2
2011-06-15 16:38:32,39,16,2,15,2,0
2011-06-15 16:39:11,26,16,2,15,2,19
2011-06-15 16:39:37,60,16,2,15,2,2
2011-06-15 16:40:37,44,16,50,15,2,2
2011-06-15 16:41:21,188,16,2,15,50,2
2011-06-15 16:44:29,65,16,50,15,2,3
2011-06-15 16:45:34,9,16,4,15,50,4
2011-06-15 16:45:43,44,16,5,15,4,1
2011-06-15 16:46:27,25,16,5,15,5,27
2011-06-15 16:46:52,19,16,5,15,5,5
2011-06-15 16:47:11,30,16,5,15,5,5
2011-06-15 16:47:41,37,16,5,15,5,1
2011-06-15 16:48:18,25,16,5,15,5,5
2011-06-15 16:48:43,41,16,5,15,5,1
2011-06-15 16:49:24,42,16,5,15,5,5
2011-06-15 16:50:06,48,16,5,15,5,1
2011-06-15 16:50:54,20,16,5,15,5,1
2011-06-15 16:51:14,32,16,5,15,5,4
2011-06-15 16:51:46,29,16,5,15,5,5
2011-06-15 16:52:15,44,16,5,15,5,2
2011-06-15 16:52:59,203,16,5,15,5,5
2011-06-15 16:56:22,28,16,5,15,5,5
2011-06-15 16:56:50,210,17,5,15,5,5
2011-06-15 17:00:20,49,17,5,15,5,5
2011-06-15 17:01:09,34,17,5,15,5,1
2011-06-15 17:01:43,33,17,5,15,5,5
2011-06-15 17:02:16,115,17,5,15,5,1
2011-06-15 17:04:11,27,17,5,15,5,5
2011-06-15 17:04:38,46,17,5,15,5,1
2011-06-15 17:05:24,45,17,5,15,5,1
2011-06-15 17:06:09,20,17,5,15,5,5
2011-06-15 17:06:29,36,17,5,15,5,5
2011-06-15 17:07:05,50,17,5,15,5,5
2011-06-15 17:07:55,27,17,5,15,5,5
2011-06-15 17:08:22,52,17,5,15,5,2
2011-06-15 17:09:14,37,17,2,15,5,2
2011-06-15 17:09:51,203,17,2,15,2,2
2011-06-15 17:13:14,43,17,5,15,2,5
2011-06-15 17:13:57,55,17,5,15,5,5
2011-06-15 17:14:52,122,17,5,15,5,5
2011-06-15 17:16:54,107,17,5,15,5,5
2011-06-15 17:18:41,38,17,5,15,5,1
2011-06-15 17:19:19,86,17,5,15,5,5
2011-06-15 17:20:45,265,17,5,15,5,5
2011-06-15 17:25:10,15,17,5,15,5,1
2011-06-15 17:25:25,42,17,5,15,5,1
2011-06-15 17:26:07,17,17,5,15,5,1
2011-06-15 17:26:24,28,17,5,15,5,5
2011-06-15 17:26:52,17,17,2,15,5,2
2011-06-15 17:27:09,64,17,2,15,2,5
2011-06-15 17:28:13,25,17,5,15,2,28
2011-06-15 17:28:38,27,17,31,15,5,39
2011-06-15 17:29:05,622,17,39,15,31,15
2011-06-15 17:39:27,224,17,39,15,39,33
2011-06-15 17:43:11,500,17,33,15,39,31
2011-06-15 17:51:31,55,17,31,15,33,9
2011-06-15 17:52:26,90,17,39,15,31,42
2011-06-15 17:53:56,18,17,44,15,39,41
2011-06-15 17:54:14,46,17,31,15,44,10
2011-06-15 17:55:00,25,17,41,15,31,16
2011-06-15 17:55:25,24,17,42,15,41,42
2011-06-15 17:55:49,18,17,42,15,42,42
2011-06-15 17:56:07,48,17,42,15,42,42
2011-06-15 17:56:55,70,17,44,15,42,42
2011-06-15 17:58:05,79,17,44,15,44,44
2011-06-15 17:59:24,95,18,44,15,44,44
2011-06-15 18:00:59,27,18,42,15,44,42
2011-06-15 18:01:26,136,18,39,15,42,39
2011-06-15 18:03:42,345,18,39,15,39,15
2011-06-15 18:09:27,233,18,39,15,39,40
2011-06-15 18:13:20,25,18,44,15,39,17
2011-06-15 18:13:45,38,18,44,15,44,44
2011-06-15 18:14:23,177,18,44,15,44,6
2011-06-15 18:17:20,72,18,40,15,44,22
2011-06-15 18:18:32,183,18,39,15,40,40
2011-06-15 18:21:35,189,18,40,15,39,17
2011-06-15 18:24:44,600,18,39,15,40,10
2011-06-15 18:34:44,427,18,16,15,39,8
2011-06-15 18:41:51,240,18,39,15,16,9
2011-06-15 18:45:51,28,18,40,15,39,17
2011-06-15 18:46:19,49,18,44,15,40,44
2011-06-15 18:47:08,25,18,44,15,44,41
2011-06-15 18:47:33,65,18,31,15,44,31
2011-06-15 18:48:38,23,18,30,15,31,27
2011-06-15 18:49:01,20,18,3,15,30,19
2011-06-15 18:49:21,84,18,27,15,3,26
2011-06-15 18:50:45,127,18,2,15,27,19
2011-06-15 18:52:52,107,18,2,15,2,0
2011-06-15 18:54:39,183,18,2,15,2,10
2011-06-15 18:57:42,47,18,2,15,2,2
2011-06-15 18:58:29,30,18,2,15,2,5
2011-06-15 18:58:59,27,18,5,15,2,1
2011-06-15 18:59:26,45,19,5,15,5,6
2011-06-15 19:00:11,45,19,5,15,5,5
2011-06-15 19:00:56,64,19,5,15,5,5
2011-06-15 19:02:00,119,19,5,15,5,5
2011-06-15 19:03:59,75,19,5,15,5,1
2011-06-15 19:05:14,38,19,5,15,5,1
2011-06-15 19:05:52,38,19,5,15,5,45
2011-06-15 19:06:30,20,19,5,15,5,1
2011-06-15 19:06:50,39,19,5,15,5,1
2011-06-15 19:07:29,26,19,5,15,5,5
2011-06-15 19:07:55,84,19,5,15,5,5
2011-06-15 19:09:19,45,19,5,15,5,5
2011-06-15 19:10:04,15,19,5,15,5,2
2011-06-15 19:10:19,64,19,2,15,5,2
2011-06-15 19:11:23,21,19,2,15,2,27
2011-06-15 19:11:44,39,19,31,15,2,32
2011-06-15 19:12:23,429,19,33,15,31,15
2011-06-15 19:19:32,490,19,50,15,33,16
2011-06-15 19:27:42,713,19,48,15,50,16
2011-06-15 19:39:35,715,19,11,15,48,21
2011-06-15 19:51:30,716,20,13,15,11,17
2011-06-15 20:03:26,1557,20,6,15,13,16
2011-06-15 20:29:23,719,20,15,15,6,34
2011-06-15 20:41:22,19,20,31,15,15,6
2011-06-15 20:41:41,21,20,31,15,31,28
2011-06-15 20:42:02,65,20,3,15,31,3
2011-06-15 20:43:07,132,20,2,15,3,3
2011-06-15 20:45:19,38,20,3,15,2,3
2011-06-15 20:45:57,65,20,2,15,3,2
2011-06-15 20:47:02,50,20,2,15,2,2
2011-06-15 20:47:52,78,20,2,15,2,2
2011-06-15 20:49:10,25,20,27,15,2,11
2011-06-15 20:49:35,71,20,42,15,27,42
2011-06-15 20:50:46,400,20,3,15,42,40
2011-06-15 20:57:26,466,21,41,15,3,42
2011-06-15 21:05:12,23,21,42,15,41,42
2011-06-15 21:05:35,15,21,44,15,42,44
2011-06-15 21:05:50,26,21,42,15,44,44
2011-06-15 21:06:16,26,21,44,15,42,52
2011-06-15 21:06:42,22,21,42,15,44,44
2011-06-15 21:07:04,42,21,44,15,42,17
2011-06-15 21:07:46,35,21,42,15,44,42
2011-06-15 21:08:21,12,21,44,15,42,17
2011-06-15 21:08:33,37,21,44,15,44,17
2011-06-15 21:09:10,20,21,44,15,44,44
2011-06-15 21:09:30,49,21,42,15,44,31
2011-06-15 21:10:19,1156,21,39,15,42,7
2011-06-15 21:29:35,817,21,39,15,39,40
2011-06-15 21:43:12,35,21,44,15,39,44
2011-06-15 21:43:47,46,21,44,15,44,44
2011-06-15 21:44:33,57,21,44,15,44,41
2011-06-15 21:45:30,150,21,40,15,44,42
2011-06-15 21:48:00,12,21,42,15,40,41
2011-06-15 21:48:12,712,22,39,15,42,39
2011-06-15 22:00:04,37,22,31,15,39,41
2011-06-15 22:00:41,50,22,42,15,31,8
2011-06-15 22:01:31,1997,22,39,15,42,39
2011-06-15 22:34:48,520,22,39,15,39,40
2011-06-15 22:43:28,26,22,30,15,39,53
2011-06-15 22:43:54,29,22,4,15,30,53
2011-06-15 22:44:23,11,22,53,15,4,27
2011-06-15 22:44:34,43,22,27,15,53,38
2011-06-15 22:45:17,43,22,27,15,27,30
2011-06-15 22:46:00,73,22,30,15,27,41
2011-06-15 22:47:13,193,22,41,15,30,30
2011-06-15 22:50:26,72,22,27,15,41,13
2011-06-15 22:51:38,22,22,2,15,27,23
2011-06-15 22:52:00,43,22,0,15,2,2
2011-06-15 22:52:43,17,22,2,15,0,26
2011-06-15 22:53:00,24,22,26,15,2,3
2011-06-15 22:53:24,38,22,2,15,26,2
2011-06-15 22:54:02,29,22,5,15,2,5
2011-06-15 22:54:31,174,22,5,15,5,5
2011-06-15 22:57:25,145,22,5,15,5,5
2011-06-15 22:59:50,39,23,5,15,5,5
2011-06-15 23:00:29,60,23,5,15,5,24
2011-06-15 23:01:29,81,23,5,15,5,5
2011-06-15 23:02:50,79,23,5,15,5,5
2011-06-15 23:04:09,60,23,5,15,5,5
2011-06-15 23:05:09,54,23,5,15,5,5
2011-06-15 23:06:03,43,23,5,15,5,5
2011-06-15 23:06:46,26,23,5,15,5,4
2011-06-15 23:07:12,102,23,5,15,5,5
2011-06-15 23:08:54,94,23,5,15,5,5
2011-06-15 23:10:28,78,23,5,15,5,5
2011-06-15 23:11:46,88,23,5,15,5,5
2011-06-15 23:13:14,15,23,5,15,5,26
2011-06-15 23:13:29,61,23,5,15,5,5
2011-06-15 23:14:30,32,23,5,15,5,5
2011-06-15 23:15:02,207,23,5,15,5,5
2011-06-15 23:18:29,50,23,5,15,5,5
2011-06-15 23:19:19,28,23,5,15,5,24
2011-06-15 23:19:47,38,23,2,15,5,23
2011-06-15 23:20:25,4870,0,0,16,2,24
2011-06-16 00:41:35,6841,2,0,16,0,0
2011-06-16 02:35:36,10126,5,1,16,0,12
2011-06-16 05:24:22,937,5,6,16,1,9
2011-06-16 05:39:59,656,5,8,16,6,8
2011-06-16 05:50:55,600,6,16,16,8,8
2011-06-16 06:00:55,600,6,16,16,16,8
2011-06-16 06:10:55,557,6,23,16,16,0
2011-06-16 06:20:12,554,6,0,16,23,22
2011-06-16 06:29:26,259,6,13,16,0,13
2011-06-16 06:33:45,357,6,13,16,13,25
2011-06-16 06:39:42,536,6,9,16,13,15
2011-06-16 06:48:38,253,6,0,16,9,13
2011-06-16 06:52:51,400,6,0,16,0,25
2011-06-16 06:59:31,55,7,0,16,0,23
2011-06-16 07:00:26,24,7,2,16,0,2
2011-06-16 07:00:50,82,7,5,16,2,12
2011-06-16 07:02:12,56,7,5,16,5,5
2011-06-16 07:03:08,71,7,5,16,5,1
2011-06-16 07:04:19,41,7,5,16,5,1
2011-06-16 07:05:00,19,7,5,16,5,30
2011-06-16 07:05:19,17,7,31,16,5,40
2011-06-16 07:05:36,32,7,40,16,31,31
2011-06-16 07:06:08,19,7,33,16,40,8
2011-06-16 07:06:27,21,7,31,16,33,22
2011-06-16 07:06:48,16,7,2,16,31,0
2011-06-16 07:07:04,16,7,2,16,2,6
2011-06-16 07:07:20,30,7,0,16,2,23
2011-06-16 07:07:50,532,7,0,16,0,20
2011-06-16 07:16:42,579,7,0,16,0,0
2011-06-16 07:26:21,470,7,2,16,0,2
2011-06-16 07:34:11,590,7,0,16,2,55
2011-06-16 07:44:01,196,7,0,16,0,9
2011-06-16 07:47:17,457,7,17,16,0,10
2011-06-16 07:54:54,382,8,0,16,17,0
2011-06-16 08:01:16,25,8,0,16,0,2
2011-06-16 08:01:41,35,8,2,16,0,4
2011-06-16 08:02:16,13,8,21,16,2,30
2011-06-16 08:02:29,16,8,31,16,21,43
2011-06-16 08:02:45,68,8,42,16,31,42
2011-06-16 08:03:53,43,8,42,16,42,9
2011-06-16 08:04:36,208,8,41,16,42,41
2011-06-16 08:08:04,672,8,41,16,41,48
2011-06-16 08:19:16,266,8,40,16,41,40
2011-06-16 08:23:42,18,8,40,16,40,42
2011-06-16 08:24:00,33,8,42,16,40,42
2011-06-16 08:24:33,31,8,42,16,42,17
2011-06-16 08:25:04,54,8,44,16,42,43
2011-06-16 08:25:58,39,8,42,16,44,42
2011-06-16 08:26:37,29,8,44,16,42,41
2011-06-16 08:27:06,12,8,31,16,44,28
2011-06-16 08:27:18,16,8,27,16,31,21
2011-06-16 08:27:34,67,8,27,16,27,13
2011-06-16 08:28:41,10,8,27,16,27,4
2011-06-16 08:28:51,17,8,5,16,27,19
2011-06-16 08:29:08,43,8,2,16,5,2
2011-06-16 08:29:51,47,8,5,16,2,5
2011-06-16 08:30:38,98,8,5,16,5,5
2011-06-16 08:32:16,95,8,5,16,5,5
2011-06-16 08:33:51,118,8,5,16,5,5
2011-06-16 08:35:49,60,8,5,16,5,5
2011-06-16 08:36:49,37,8,5,16,5,5
2011-06-16 08:37:26,67,8,5,16,5,11
2011-06-16 08:38:33,22,8,5,16,5,5
2011-06-16 08:38:55,21,8,5,16,5,5
2011-06-16 08:39:16,45,8,5,16,5,1
2011-06-16 08:40:01,31,8,5,16,5,25
2011-06-16 08:40:32,22,8,5,16,5,1
2011-06-16 08:40:54,36,8,5,16,5,5
2011-06-16 08:41:30,68,8,5,16,5,14
2011-06-16 08:42:38,42,8,5,16,5,5
2011-06-16 08:43:20,126,8,5,16,5,5
2011-06-16 08:45:26,36,8,5,16,5,5
2011-06-16 08:46:02,52,8,5,16,5,5
2011-06-16 08:46:54,17,8,5,16,5,5
2011-06-16 08:47:11,33,8,5,16,5,5
2011-06-16 08:47:44,32,8,5,16,5,5
2011-06-16 08:48:16,29,8,5,16,5,1
2011-06-16 08:48:45,33,8,5,16,5,1
2011-06-16 08:49:18,27,8,5,16,5,2
2011-06-16 08:49:45,192,8,2,16,5,3
2011-06-16 08:52:57,35,8,2,16,2,2
2011-06-16 08:53:32,37,8,2,16,2,5
2011-06-16 08:54:09,35,8,26,16,2,3
2011-06-16 08:54:44,63,8,4,16,26,4
2011-06-16 08:55:47,14,8,27,16,4,13
2011-06-16 08:56:01,18,8,27,16,27,15
2011-06-16 08:56:19,23,8,5,16,27,1
2011-06-16 08:56:42,25,8,5,16,5,5
2011-06-16 08:57:07,87,8,5,16,5,5
2011-06-16 08:58:34,74,8,3,16,5,23
2011-06-16 08:59:48,34,9,5,16,3,1
2011-06-16 09:00:22,104,9,5,16,5,5
2011-06-16 09:02:06,37,9,5,16,5,5
2011-06-16 09:02:43,41,9,5,16,5,5
2011-06-16 09:03:24,229,9,5,16,5,7
2011-06-16 09:07:13,155,9,5,16,5,5
2011-06-16 09:09:48,39,9,5,16,5,3
2011-06-16 09:10:27,35,9,5,16,5,5
2011-06-16 09:11:02,35,9,5,16,5,5
2011-06-16 09:11:37,23,9,5,16,5,5
2011-06-16 09:12:00,54,9,5,16,5,5
2011-06-16 09:12:54,151,9,5,16,5,5
2011-06-16 09:15:25,96,9,5,16,5,1
2011-06-16 09:17:01,52,9,5,16,5,1
2011-06-16 09:17:53,58,9,5,16,5,5
2011-06-16 09:18:51,37,9,5,16,5,5
2011-06-16 09:19:28,22,9,5,16,5,4
2011-06-16 09:19:50,92,9,2,16,5,19
2011-06-16 09:21:22,94,9,2,16,2,2
2011-06-16 09:22:56,13,9,25,16,2,28
2011-06-16 09:23:09,17,9,30,16,25,25
2011-06-16 09:23:26,46,9,2,16,30,28
2011-06-16 09:24:12,43,9,29,16,2,41
2011-06-16 09:24:55,54,9,41,16,29,32
2011-06-16 09:25:49,31,9,31,16,41,34
2011-06-16 09:26:20,467,9,31,16,31,21
2011-06-16 09:34:07,601,9,22,16,31,22
2011-06-16 09:44:08,599,9,20,16,22,21
2011-06-16 09:54:07,604,10,22,16,20,20
2011-06-16 10:04:11,1106,10,6,16,22,23
2011-06-16 10:22:37,953,10,13,16,6,17
2011-06-16 10:38:30,937,10,11,16,13,22
2011-06-16 10:54:07,716,11,20,16,11,10
2011-06-16 11:06:03,650,11,15,16,20,18
2011-06-16 11:16:53,1337,11,17,16,15,11
2011-06-16 11:39:10,560,11,9,16,17,24
2011-06-16 11:48:30,548,11,11,16,9,17
2011-06-16 11:57:38,790,12,11,16,11,9
2011-06-16 12:10:48,899,12,6,16,11,10
2011-06-16 12:25:47,1103,12,11,16,6,20
2011-06-16 12:44:10,578,12,33,16,11,33
2011-06-16 12:53:48,18,12,31,16,33,6
2011-06-16 12:54:06,44,12,40,16,31,41
2011-06-16 12:54:50,95,12,41,16,40,40
2011-06-16 12:56:25,21,12,40,16,41,44
2011-06-16 12:56:46,23,12,44,16,40,40
2011-06-16 12:57:09,35,12,42,16,44,44
2011-06-16 12:57:44,22,12,42,16,42,41
2011-06-16 12:58:06,19,12,40,16,42,24
2011-06-16 12:58:25,21,12,44,16,40,40
2011-06-16 12:58:46,18,12,40,16,44,44
2011-06-16 12:59:04,22,12,42,16,40,42
2011-06-16 12:59:26,22,12,44,16,42,43
2011-06-16 12:59:48,28,13,42,16,44,17
2011-06-16 13:00:16,18,13,41,16,42,40
2011-06-16 13:00:34,22,13,40,16,41,40
2011-06-16 13:00:56,33,13,44,16,40,42
2011-06-16 13:01:29,33,13,41,16,44,6
2011-06-16 13:02:02,55,13,31,16,41,14
2011-06-16 13:02:57,23,13,41,16,31,46
2011-06-16 13:03:20,24,13,46,16,41,48
2011-06-16 13:03:44,17,13,31,16,46,41
2011-06-16 13:04:01,47,13,42,16,31,44
2011-06-16 13:04:48,33,13,44,16,42,44
2011-06-16 13:05:21,33,13,44,16,44,44
2011-06-16 13:05:54,28,13,44,16,44,44
2011-06-16 13:06:22,55,13,42,16,44,17
2011-06-16 13:07:17,55,13,44,16,42,44
2011-06-16 13:08:12,17,13,42,16,44,44
2011-06-16 13:08:29,48,13,42,16,42,41
2011-06-16 13:09:17,36,13,41,16,42,42
2011-06-16 13:09:53,111,13,41,16,41,41
2011-06-16 13:11:44,301,13,41,16,41,15
2011-06-16 13:16:45,221,13,41,16,41,41
2011-06-16 13:20:26,344,13,41,16,41,41
2011-06-16 13:26:10,15,13,41,16,41,44
2011-06-16 13:26:25,25,13,44,16,41,16
2011-06-16 13:26:50,87,13,41,16,44,31
